place_id	place_name	place_lat	place_lon	place_brief_desc	place_longer_desc	place_image	place_tags	place_links	place_country
switzerland_2	Bern	46.948834	7.439131	The capital city of Switzerland is a UNESCO World Heritage site, with a medieval Old Town that features 6km (3.7 miles) of covered arcades, colourful fountains, and historic buildings. You can visit the Einstein-Haus, where the genius developed his theory of relativity, the Kunsthaus, which has an outstanding fine arts collection, and the Zentrum Paul Klee, a modern museum dedicated to the Swiss painter. Bern is also surrounded by wooded hills and the turquoise Aare river, which you can swim in during summer.	./static/places/bern.html	./static/images/bern.png	history	https://www.lonelyplanet.com/search?q=Bern	Switzerland
switzerland_3	Geneva	46.210209	6.142455	The second-largest city in Switzerland is a cosmopolitan hub of culture, diplomacy, and innovation. It is home to the headquarters of many international organisations, such as the United Nations and the Red Cross. You can visit the Jet d'Eau, a huge fountain that shoots water 140m into the air, the Cathedral of St. Pierre, where John Calvin preached during the Reformation, and the Patek Philippe Museum, which showcases the history and craftsmanship of Swiss watchmaking. Geneva is also a gateway to the nearby vineyards and mountains of France.	./static/places/geneva.html	./static/images/geneva.png	history	https://www.lonelyplanet.com/search?q=Geneva	Switzerland
switzerland_4	Lucerne	47.050179	8.310186	This charming city in central Switzerland is situated on the shores of Lake Lucerne, with a backdrop of snow-capped mountains. You can stroll along the Chapel Bridge, a wooden bridge with painted panels that dates back to the 14th century, visit the Lion Monument, a carved stone lion that commemorates the Swiss soldiers who died during the French Revolution, and explore the Old Town, which has many colourful buildings and squares. You can also take a boat ride on the lake or a cable car up to Mount Pilatus or Mount Rigi for panoramic views.	./static/places/lucerne.html	./static/images/lucerne.png	history	https://www.lonelyplanet.com/search?q=Lucerne	Switzerland
switzerland_5	Zermatt	46.024582	7.748306	This car-free resort town at the foot of Matterhorn is a paradise for skiers and hikers alike. You can take a cogwheel train up to Gornergrat, where you can enjoy a stunning view of Matterhorn and 28 other peaks over 4000m (13,123ft). You can also visit the Matterhorn Museum, which tells the story of the first ascent of the iconic mountain in 1865 and displays artefacts from that expedition. Zermatt is also known for its gastronomy and nightlife, with many restaurants and bars to choose from	./static/places/zermatt.html	./static/images/zermatt.png	history	https://www.lonelyplanet.com/search?q=Zermatt	Switzerland
switzerland_6	Zurich	47.378968	8.540534	The largest city in Switzerland is a vibrant metropolis that combines urban flair with natural beauty. Shopping is a must for some and Bahnhofstrasse is one of Europe's most expensive streets.	./static/places/zurich.html	./static/images/zurich.png	history	https://www.lonelyplanet.com/search?q=Zurich	Switzerland
france_160	Orange	44.137557	4.819396	Famed for its Roman Theatre - a UNESCO World Heritage site. It dates from the reign of Emperor Augustus and is one of the best preserved amphitheaters. Every July, the Chorégies d'Orange take place in the theatre. It dates from 1860 and is France's oldest festival.	./static/places/orange.html	./static/images/orange.png	museums|history|kids| culture	https://www.lonelyplanet.com/search?q=avignon	France
france_161	Nice	43.704825	7.261765	With its mix of real-city life, old-world opulence, year-round sunshine, vibrant street life and stunning seaside location, no place in France compares with Nice.	./static/places/nice.html	./static/images/nice.png	museums|history|kids| culture	https://www.lonelyplanet.com/search?q=avignon	France
france_162	Strasbourg	48.585339	7.734067	Strasbourg is the perfect overture to all that is idiosyncratic about Alsace – walking a fine tightrope between France and Germany and between a medieval past and a progressive future, it pulls off its act in inimitable Alsatian style.	./static/places/strasbourg.html	./static/images/strasbourg.png	museums|history|kids| culture	https://www.lonelyplanet.com/search?q=avignon	France
france_163	Arras	50.286889	2.781829	An unexpected gem of a city with an exceptional ensemble of Flemish-style arcaded buildings – the main squares are especially lovely at night – and two subterranean WWI sites. The city makes a good base for visits to the Battle of the Somme memorials.	./static/places/arras.html	./static/images/arras.png	museums|history|kids| culture	https://www.lonelyplanet.com/search?q=avignon	France
spain_803	Vic	41.930805	2.248776	home of Sert and the sausage	./static/places/vic.html	./static/images/vic.png	history	https://www.lonelyplanet.com/search?q=vic	Spain
spain_804	Puigcerda	42.428908	1.924085	spa resort	./static/places/puigcerda.html	./static/images/puigcerda.png	history	https://www.lonelyplanet.com/search?q=puigcerda	Spain
spain_805	Llanca	42.3665949	3.14898700	holiday resort	./static/places/llanca.html	./static/images/llanca.png	history	https://www.lonelyplanet.com/search?q=llanca	Spain
spain_806	Portbou	42.4244940	3.15785800	border town with a long history	./static/places/portbou.html	./static/images/portbou.png	history	https://www.lonelyplanet.com/search?q=portbou	Spain
